,Unnamed: 0,Name,Entidad,Certificacion,Compromiso anual,Atencion compromiso mensual,Devengado,Girado,Avance,Nombre,Mes
605,19,3-12,459: GOBIERNO REGIONAL DEL DEPARTAMENTO DE SAN MARTIN,-8055114,-4443615,823046,4846909,3487161,,3,12
606,20,3-12,460: GOBIERNO REGIONAL DEL DEPARTAMENTO DE TACNA,-26647171,4292765,4323266,4886210,5207222,,3,12
607,21,3-12,461: GOBIERNO REGIONAL DEL DEPARTAMENTO DE TUMBES,-1545722,1905945,1905945,556493,40473,,3,12
608,22,3-12,462: GOBIERNO REGIONAL DEL DEPARTAMENTO DE UCAYALI,-438139,1081950,1119250,5554651,1791539,,3,12
609,23,3-12,463: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LIMA,203517,1056220,1240486,6490071,2286699,,3,12
610,24,3-12,464: GOBIERNO REGIONAL DE LA PROVINCIA CONSTITUCIONAL DEL CALLAO,-7542947,8877373,11937745,10115933,115200,,3,12
611,25,3-12,465: MUNICIPALIDAD METROPOLITANA DE LIMA,58055,58055,58055,107107,0,,3,12
612,0,5-1,440: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,72000,0,0,0,0,,5,1
613,1,5-1,446: GOBIERNO REGIONAL DEL DEPARTAMENTO DE CUSCO,4290534,0,0,0,0,,5,1
614,0,5-2,440: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,21748,4000,0,0,0,,5,2
615,0,5-3,440: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,1356982,-4000,0,0,0,,5,3
616,1,5-3,446: GOBIERNO REGIONAL DEL DEPARTAMENTO DE CUSCO,0,4290534,4290533,4290533,3411792,,5,3
617,0,5-4,446: GOBIERNO REGIONAL DEL DEPARTAMENTO DE CUSCO,0,0,1,1,878742,,5,4
618,1,5-4,449: GOBIERNO REGIONAL DEL DEPARTAMENTO DE ICA,800000,0,0,0,0,,5,4
619,0,5-5,440: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,0,37171,35671,35671,35671,,5,5
620,1,5-5,442: GOBIERNO REGIONAL DEL DEPARTAMENTO DE APURIMAC,784741,0,0,0,0,,5,5
621,2,5-5,449: GOBIERNO REGIONAL DEL DEPARTAMENTO DE ICA,1118755,1118755,1118755,1118755,1118755,,5,5
622,0,5-6,440: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,-70000,-1500,0,0,0,,5,6
623,1,5-6,449: GOBIERNO REGIONAL DEL DEPARTAMENTO DE ICA,66377,97197,97197,97197,97197,,5,6
624,0,5-7,440: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,0,226307,226307,226307,226307,,5,7
625,0,5-8,440: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,-70000,2136,2136,2136,2136,,5,8
626,1,5-8,449: GOBIERNO REGIONAL DEL DEPARTAMENTO DE ICA,800000,0,0,0,0,,5,8
627,0,5-9,440: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,-700000,0,0,0,-8254,,5,9
628,0,5-10,440: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,0,3375,3375,3375,8254,,5,10
629,1,5-10,449: GOBIERNO REGIONAL DEL DEPARTAMENTO DE ICA,178232,0,0,0,0,,5,10
630,2,5-10,465: MUNICIPALIDAD METROPOLITANA DE LIMA,2502432,0,0,0,0,,5,10
631,0,5-11,440: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,493156,193831,193831,193831,0,,5,11
632,1,5-11,449: GOBIERNO REGIONAL DEL DEPARTAMENTO DE ICA,0,526477,18804,526477,526477,,5,11
633,2,5-11,465: MUNICIPALIDAD METROPOLITANA DE LIMA,0,1583718,1583718,1583718,0,,5,11
634,0,5-12,440: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,0,642566,642566,642566,197206,,5,12
635,1,5-12,442: GOBIERNO REGIONAL DEL DEPARTAMENTO DE APURIMAC,0,784741,784741,784741,0,,5,12
636,2,5-12,443: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA,2607619,2607619,2607619,2607619,0,,5,12
637,3,5-12,449: GOBIERNO REGIONAL DEL DEPARTAMENTO DE ICA,0,99462,99462,-408211,-408211,,5,12
638,4,5-12,465: MUNICIPALIDAD METROPOLITANA DE LIMA,0,634456,634456,634456,2218174,,5,12
639,0,6-1,443: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA,84750,0,0,0,0,,6,1
640,1,6-1,451: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LA LIBERTAD,6720,6720,6720,0,0,,6,1
641,2,6-1,453: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,12309600,0,0,0,0,,6,1
642,0,6-2,440: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,74006,74006,74006,74006,0,,6,2
643,1,6-2,443: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA,149878,206628,206628,0,0,,6,2
644,2,6-2,446: GOBIERNO REGIONAL DEL DEPARTAMENTO DE CUSCO,65097,0,0,0,0,,6,2
645,3,6-2,451: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LA LIBERTAD,0,0,0,6720,6720,,6,2
646,4,6-2,453: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,0,147000,147000,0,0,,6,2
647,5,6-2,457: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PIURA,4814,4814,4814,4814,0,,6,2
648,6,6-2,459: GOBIERNO REGIONAL DEL DEPARTAMENTO DE SAN MARTIN,366319,218785,218785,1990,1990,,6,2
649,7,6-2,460: GOBIERNO REGIONAL DEL DEPARTAMENTO DE TACNA,95417,0,0,0,0,,6,2
650,8,6-2,463: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LIMA,671900,132900,132900,132900,132900,,6,2
651,0,6-3,440: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,5100,5100,5100,5100,79106,,6,3
652,1,6-3,443: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA,0,28000,28000,234628,149878,,6,3
653,2,6-3,444: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AYACUCHO,21475,0,0,0,0,,6,3
654,3,6-3,446: GOBIERNO REGIONAL DEL DEPARTAMENTO DE CUSCO,27250,27250,27250,27250,0,,6,3
655,4,6-3,448: GOBIERNO REGIONAL DEL DEPARTAMENTO DE HUANUCO,99988,0,0,0,0,,6,3
656,5,6-3,451: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LA LIBERTAD,5000,0,0,0,0,,6,3
657,6,6-3,452: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LAMBAYEQUE,600,600,600,600,600,,6,3
658,7,6-3,453: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,0,12150000,0,0,0,,6,3
659,8,6-3,455: GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA,6870,6870,6870,0,0,,6,3
660,9,6-3,457: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PIURA,0,0,0,0,4814,,6,3
661,10,6-3,458: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO,783984,0,0,0,0,,6,3
662,11,6-3,459: GOBIERNO REGIONAL DEL DEPARTAMENTO DE SAN MARTIN,1322985,149812,149812,218785,216795,,6,3
663,12,6-3,460: GOBIERNO REGIONAL DEL DEPARTAMENTO DE TACNA,252062,95444,95444,95444,0,,6,3
664,13,6-3,461: GOBIERNO REGIONAL DEL DEPARTAMENTO DE TUMBES,8465000,0,0,0,0,,6,3
665,14,6-3,463: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LIMA,88400,185400,185400,0,0,,6,3
666,0,6-4,440: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,88313,88313,87213,87213,0,,6,4
667,1,6-4,443: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA,253499,23500,0,0,84750,,6,4
668,2,6-4,444: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AYACUCHO,9478,9478,0,0,0,,6,4
669,3,6-4,446: GOBIERNO REGIONAL DEL DEPARTAMENTO DE CUSCO,140000,57820,57820,0,27250,,6,4
670,4,6-4,447: GOBIERNO REGIONAL DEL DEPARTAMENTO DE HUANCAVELICA,870,870,870,870,870,,6,4
671,5,6-4,452: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LAMBAYEQUE,3670,3670,3670,0,0,,6,4
672,6,6-4,455: GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA,0,0,0,6870,6870,,6,4
673,7,6-4,457: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PIURA,108633,108633,19950,2550,0,,6,4
674,8,6-4,458: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO,216,266180,172880,172880,0,,6,4
675,9,6-4,459: GOBIERNO REGIONAL DEL DEPARTAMENTO DE SAN MARTIN,120500,120500,8000,147822,149812,,6,4
676,10,6-4,460: GOBIERNO REGIONAL DEL DEPARTAMENTO DE TACNA,950,85950,950,0,95444,,6,4
677,11,6-4,463: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LIMA,0,0,0,92700,92700,,6,4
678,0,6-5,440: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,8411,8411,9511,0,64253,,6,5
679,1,6-5,443: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA,0,0,23500,0,0,,6,5
680,2,6-5,446: GOBIERNO REGIONAL DEL DEPARTAMENTO DE CUSCO,0,0,0,57820,23320,,6,5
681,3,6-5,448: GOBIERNO REGIONAL DEL DEPARTAMENTO DE HUANUCO,0,99400,0,0,0,,6,5
682,4,6-5,452: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LAMBAYEQUE,5700,5700,5700,5700,5700,,6,5
683,5,6-5,453: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,1430,1430,1430,0,0,,6,5
684,6,6-5,455: GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA,277500,0,0,0,0,,6,5
685,7,6-5,457: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PIURA,6989,6989,6989,24389,2550,,6,5
686,8,6-5,458: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO,1559902,517804,611104,611104,0,,6,5
687,9,6-5,459: GOBIERNO REGIONAL DEL DEPARTAMENTO DE SAN MARTIN,124060,27760,140260,0,0,,6,5
688,10,6-5,460: GOBIERNO REGIONAL DEL DEPARTAMENTO DE TACNA,0,0,0,950,950,,6,5
689,11,6-5,461: GOBIERNO REGIONAL DEL DEPARTAMENTO DE TUMBES,21140,21140,21140,0,0,,6,5
690,12,6-5,462: GOBIERNO REGIONAL DEL DEPARTAMENTO DE UCAYALI,59790,35950,35950,0,0,,6,5
691,13,6-5,463: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LIMA,-348715,93285,92000,184700,92700,,6,5
692,0,6-6,440: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,0,0,0,9511,32471,,6,6
693,1,6-6,443: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA,7032,0,0,0,0,,6,6
694,2,6-6,444: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AYACUCHO,-21475,0,0,0,0,,6,6
695,3,6-6,446: GOBIERNO REGIONAL DEL DEPARTAMENTO DE CUSCO,3313,3313,3313,3313,34500,,6,6
696,4,6-6,448: GOBIERNO REGIONAL DEL DEPARTAMENTO DE HUANUCO,28974,28974,28974,28974,0,,6,6
697,5,6-6,452: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LAMBAYEQUE,0,0,0,3670,3670,,6,6
698,6,6-6,455: GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA,465798,57538,57538,10734,10734,,6,6
699,7,6-6,457: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PIURA,16200,-63508,16200,16200,24389,,6,6
700,8,6-6,458: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO,48300,34300,34300,10800,172880,,6,6
701,9,6-6,459: GOBIERNO REGIONAL DEL DEPARTAMENTO DE SAN MARTIN,23728,1361228,281228,148260,145500,,6,6
702,10,6-6,460: GOBIERNO REGIONAL DEL DEPARTAMENTO DE TACNA,798,798,798,798,798,,6,6
703,11,6-6,461: GOBIERNO REGIONAL DEL DEPARTAMENTO DE TUMBES,30924,30924,30924,0,0,,6,6
704,12,6-6,462: GOBIERNO REGIONAL DEL DEPARTAMENTO DE UCAYALI,21660,45500,45500,56160,0,,6,6
705,13,6-6,463: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LIMA,14000,14000,15285,0,92000,,6,6
706,14,6-6,464: GOBIERNO REGIONAL DE LA PROVINCIA CONSTITUCIONAL DEL CALLAO,136800,136800,136800,136800,136800,,6,6
707,0,6-7,441: GOBIERNO REGIONAL DEL DEPARTAMENTO DE ANCASH,587787,145887,145887,18646,0,,6,7
708,1,6-7,446: GOBIERNO REGIONAL DEL DEPARTAMENTO DE CUSCO,0,0,0,0,3313,,6,7
709,2,6-7,447: GOBIERNO REGIONAL DEL DEPARTAMENTO DE HUANCAVELICA,10710,0,0,0,0,,6,7
710,3,6-7,448: GOBIERNO REGIONAL DEL DEPARTAMENTO DE HUANUCO,0,0,0,0,28974,,6,7
711,4,6-7,449: GOBIERNO REGIONAL DEL DEPARTAMENTO DE ICA,7800,7800,7800,7800,7800,,6,7
712,5,6-7,455: GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA,-13939,188561,188561,100595,600,,6,7
713,6,6-7,456: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PASCO,1119120,0,0,0,0,,6,7
714,7,6-7,458: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO,-216,14000,14000,37500,542790,,6,7
715,8,6-7,459: GOBIERNO REGIONAL DEL DEPARTAMENTO DE SAN MARTIN,37293,38000,398000,659228,281043,,6,7
716,9,6-7,461: GOBIERNO REGIONAL DEL DEPARTAMENTO DE TUMBES,0,0,0,52064,52064,,6,7
717,10,6-7,462: GOBIERNO REGIONAL DEL DEPARTAMENTO DE UCAYALI,0,0,0,23840,58340,,6,7
718,11,6-7,463: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LIMA,61845,0,0,14000,14000,,6,7
719,0,6-8,441: GOBIERNO REGIONAL DEL DEPARTAMENTO DE ANCASH,293144,51429,51429,0,18646,,6,8
720,1,6-8,447: GOBIERNO REGIONAL DEL DEPARTAMENTO DE HUANCAVELICA,0,10710,10710,0,0,,6,8
721,2,6-8,451: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LA LIBERTAD,-5000,0,0,0,0,,6,8
722,3,6-8,452: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LAMBAYEQUE,1500,1500,1500,0,0,,6,8
723,4,6-8,453: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,15000,15000,15000,6076430,0,,6,8
724,5,6-8,455: GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA,-20640,372620,372620,358969,370398,,6,8
725,6,6-8,456: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PASCO,-159120,0,0,0,0,,6,8
726,7,6-8,457: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PIURA,0,79708,0,0,0,,6,8
727,8,6-8,458: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO,-57969,0,22758,0,116614,,6,8
728,9,6-8,459: GOBIERNO REGIONAL DEL DEPARTAMENTO DE SAN MARTIN,182100,69900,69900,20000,400945,,6,8
729,10,6-8,461: GOBIERNO REGIONAL DEL DEPARTAMENTO DE TUMBES,-8465000,0,0,0,0,,6,8
730,11,6-8,462: GOBIERNO REGIONAL DEL DEPARTAMENTO DE UCAYALI,0,0,0,0,21660,,6,8
731,12,6-8,463: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LIMA,0,0,0,1285,1285,,6,8
732,0,6-9,441: GOBIERNO REGIONAL DEL DEPARTAMENTO DE ANCASH,-38640,33550,33550,70485,70485,,6,9
733,1,6-9,442: GOBIERNO REGIONAL DEL DEPARTAMENTO DE APURIMAC,442917,0,0,0,0,,6,9
734,2,6-9,443: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA,104850,0,0,0,0,,6,9
735,3,6-9,447: GOBIERNO REGIONAL DEL DEPARTAMENTO DE HUANCAVELICA,65277,0,0,0,0,,6,9
736,4,6-9,448: GOBIERNO REGIONAL DEL DEPARTAMENTO DE HUANUCO,0,-99400,0,0,0,,6,9
737,5,6-9,449: GOBIERNO REGIONAL DEL DEPARTAMENTO DE ICA,20810,20810,20810,0,0,,6,9
738,6,6-9,452: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LAMBAYEQUE,0,0,0,1500,1500,,6,9
739,7,6-9,455: GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA,200,90200,90200,148420,163066,,6,9
740,8,6-9,457: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PIURA,0,0,88683,88683,8975,,6,9
741,9,6-9,458: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO,80727,22758,0,22758,22758,,6,9
742,10,6-9,459: GOBIERNO REGIONAL DEL DEPARTAMENTO DE SAN MARTIN,36927,25936,745936,360000,0,,6,9
743,11,6-9,460: GOBIERNO REGIONAL DEL DEPARTAMENTO DE TACNA,-7090,3327,3327,3327,3227,,6,9
744,12,6-9,461: GOBIERNO REGIONAL DEL DEPARTAMENTO DE TUMBES,4173396,0,0,0,0,,6,9
745,13,6-9,462: GOBIERNO REGIONAL DEL DEPARTAMENTO DE UCAYALI,15304,0,0,0,0,,6,9
746,0,6-10,440: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,36112,36112,36112,36112,8843,,6,10
747,1,6-10,441: GOBIERNO REGIONAL DEL DEPARTAMENTO DE ANCASH,80896,120421,104331,66969,66969,,6,10
748,2,6-10,442: GOBIERNO REGIONAL DEL DEPARTAMENTO DE APURIMAC,-47667,395250,395250,0,0,,6,10
749,3,6-10,443: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA,254200,6853,6853,23500,0,,6,10
750,4,6-10,444: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AYACUCHO,0,0,0,9478,0,,6,10
751,5,6-10,447: GOBIERNO REGIONAL DEL DEPARTAMENTO DE HUANCAVELICA,60227,125129,64902,64902,0,,6,10
752,6,6-10,449: GOBIERNO REGIONAL DEL DEPARTAMENTO DE ICA,0,0,0,20810,20810,,6,10
753,7,6-10,450: GOBIERNO REGIONAL DEL DEPARTAMENTO DE JUNIN,10551,10551,10551,0,0,,6,10
754,8,6-10,451: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LA LIBERTAD,8582,8582,8582,0,0,,6,10
755,9,6-10,452: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LAMBAYEQUE,4152,4152,4152,0,0,,6,10
756,10,6-10,453: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,0,0,0,15000,0,,6,10
757,11,6-10,455: GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA,0,0,0,90200,162920,,6,10
758,12,6-10,456: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PASCO,0,960000,288000,288000,0,,6,10
759,13,6-10,457: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PIURA,137727,78127,78127,71900,79708,,6,10
760,14,6-10,458: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO,0,209869,209869,57969,57969,,6,10
761,15,6-10,459: GOBIERNO REGIONAL DEL DEPARTAMENTO DE SAN MARTIN,-200,201791,201791,10991,360000,,6,10
762,16,6-10,460: GOBIERNO REGIONAL DEL DEPARTAMENTO DE TACNA,-240628,-84010,990,0,100,,6,10
763,17,6-10,462: GOBIERNO REGIONAL DEL DEPARTAMENTO DE UCAYALI,0,15304,15304,0,0,,6,10
764,18,6-10,463: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LIMA,28000,27966,27966,27966,0,,6,10
765,0,6-11,440: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,289341,289341,270141,270141,167421,,6,11
766,1,6-11,441: GOBIERNO REGIONAL DEL DEPARTAMENTO DE ANCASH,15800,15800,15800,0,0,,6,11
767,2,6-11,442: GOBIERNO REGIONAL DEL DEPARTAMENTO DE APURIMAC,247790,21165,21165,395250,395250,,6,11
768,3,6-11,443: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA,175000,89970,89970,6853,23500,,6,11
769,4,6-11,444: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AYACUCHO,-9478,-9478,0,-9478,0,,6,11
770,5,6-11,445: GOBIERNO REGIONAL DEL DEPARTAMENTO DE CAJAMARCA,383700,0,0,0,0,,6,11
771,6,6-11,447: GOBIERNO REGIONAL DEL DEPARTAMENTO DE HUANCAVELICA,43833,-37017,3250,290,64902,,6,11
772,7,6-11,450: GOBIERNO REGIONAL DEL DEPARTAMENTO DE JUNIN,0,0,0,10551,10551,,6,11
773,8,6-11,451: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LA LIBERTAD,81824,0,0,8582,8582,,6,11
774,9,6-11,452: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LAMBAYEQUE,0,0,0,4152,4152,,6,11
775,10,6-11,453: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,0,0,0,0,1430,,6,11
776,11,6-11,455: GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA,33680,33680,33680,33680,1200,,6,11
777,12,6-11,456: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PASCO,-609500,-609500,0,62500,288000,,6,11
778,13,6-11,457: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PIURA,1125,60725,60725,2912,71612,,6,11
779,14,6-11,458: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO,-306200,1043800,1043800,151900,151900,,6,11
780,15,6-11,459: GOBIERNO REGIONAL DEL DEPARTAMENTO DE SAN MARTIN,0,0,0,576736,10991,,6,11
781,16,6-11,460: GOBIERNO REGIONAL DEL DEPARTAMENTO DE TACNA,0,0,0,990,0,,6,11
782,17,6-11,463: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LIMA,559340,60785,60785,0,27966,,6,11
783,0,6-12,440: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,15537,15537,34737,34737,164725,,6,12
784,1,6-12,441: GOBIERNO REGIONAL DEL DEPARTAMENTO DE ANCASH,-2500,569400,585490,762867,57246,,6,12
785,2,6-12,442: GOBIERNO REGIONAL DEL DEPARTAMENTO DE APURIMAC,-34375,192250,192250,213415,0,,6,12
786,3,6-12,443: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA,-54799,389460,389460,105900,96823,,6,12
787,4,6-12,444: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AYACUCHO,53436,53436,53436,53436,0,,6,12
788,5,6-12,445: GOBIERNO REGIONAL DEL DEPARTAMENTO DE CAJAMARCA,86955,470655,470655,470655,0,,6,12
789,6,6-12,446: GOBIERNO REGIONAL DEL DEPARTAMENTO DE CUSCO,0,139500,139500,0,0,,6,12
790,7,6-12,447: GOBIERNO REGIONAL DEL DEPARTAMENTO DE HUANCAVELICA,171990,192840,212800,226470,43739,,6,12
791,8,6-12,448: GOBIERNO REGIONAL DEL DEPARTAMENTO DE HUANUCO,-99988,0,0,0,0,,6,12
792,9,6-12,450: GOBIERNO REGIONAL DEL DEPARTAMENTO DE JUNIN,30618,30618,30618,30618,30618,,6,12
793,10,6-12,452: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LAMBAYEQUE,49823,49823,49823,49823,46000,,6,12
794,11,6-12,453: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,-12149652,-12149652,348,-5927652,0,,6,12
795,12,6-12,455: GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA,35155,35155,35155,35155,61550,,6,12
796,13,6-12,456: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PASCO,253498,253498,315998,253498,0,,6,12
797,14,6-12,457: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PIURA,17543,17543,17543,81583,93293,,6,12
798,15,6-12,458: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO,36000,35000,0,0,0,,6,12
799,16,6-12,459: GOBIERNO REGIONAL DEL DEPARTAMENTO DE SAN MARTIN,17800,17800,17800,87700,594536,,6,12
800,17,6-12,460: GOBIERNO REGIONAL DEL DEPARTAMENTO DE TACNA,0,0,0,0,990,,6,12
801,18,6-12,462: GOBIERNO REGIONAL DEL DEPARTAMENTO DE UCAYALI,0,0,0,16754,0,,6,12
802,19,6-12,463: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LIMA,103670,484070,484070,544855,356705,,6,12
803,0,7-1,442: GOBIERNO REGIONAL DEL DEPARTAMENTO DE APURIMAC,2364243,2335883,444922,394421,0,,7,1
804,1,7-1,443: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA,58300,58300,58300,0,0,,7,1
805,2,7-1,444: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AYACUCHO,973598,973598,12500,0,0,,7,1
806,3,7-1,445: GOBIERNO REGIONAL DEL DEPARTAMENTO DE CAJAMARCA,1294259,71370,630,630,630,,7,1
807,4,7-1,446: GOBIERNO REGIONAL DEL DEPARTAMENTO DE CUSCO,1896575,1263065,509911,361806,3000,,7,1
808,5,7-1,453: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,5452271,531052,239752,0,0,,7,1
809,6,7-1,455: GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA,435962,47309,47309,32391,7659,,7,1
810,7,7-1,456: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PASCO,234608,0,0,0,0,,7,1
811,8,7-1,457: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PIURA,2975702,498018,498018,495377,0,,7,1
812,9,7-1,458: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO,1270559,161884,161884,0,0,,7,1
813,10,7-1,459: GOBIERNO REGIONAL DEL DEPARTAMENTO DE SAN MARTIN,368778,5689,5689,0,0,,7,1
814,11,7-1,460: GOBIERNO REGIONAL DEL DEPARTAMENTO DE TACNA,2669745,911124,409182,377388,182135,,7,1
815,12,7-1,461: GOBIERNO REGIONAL DEL DEPARTAMENTO DE TUMBES,269236,46634,28354,17854,16184,,7,1
816,0,7-2,442: GOBIERNO REGIONAL DEL DEPARTAMENTO DE APURIMAC,1893457,1224316,1589489,1238214,739120,,7,2
817,1,7-2,443: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA,607187,100573,32231,4040,2240,,7,2
818,2,7-2,444: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AYACUCHO,5195849,891101,948022,526714,260643,,7,2
819,3,7-2,445: GOBIERNO REGIONAL DEL DEPARTAMENTO DE CAJAMARCA,3104295,962885,940805,42405,42405,,7,2
820,4,7-2,446: GOBIERNO REGIONAL DEL DEPARTAMENTO DE CUSCO,5461140,2546253,1500144,1255401,404839,,7,2
821,5,7-2,447: GOBIERNO REGIONAL DEL DEPARTAMENTO DE HUANCAVELICA,548619,546442,149794,66067,0,,7,2
822,6,7-2,448: GOBIERNO REGIONAL DEL DEPARTAMENTO DE HUANUCO,896500,834500,825000,67800,0,,7,2
823,7,7-2,450: GOBIERNO REGIONAL DEL DEPARTAMENTO DE JUNIN,63300,14100,14100,3000,3000,,7,2
